Trial ID,test loss,test accuracy,test one shot accuracy,val loss,val accuracy,val one shot accuracy,train loss,train accuracy,learning_rate,dense_layer_size,enable_batch_normalization,bias_initializer,conv2D_kernel_initializer,dense_kernel_initializer,dropout_rate,distance_metric,l2_regularizer,optimizer
3e9fe886db9bd378b221ed0f4c16ac0c,0.5592894554138184,0.7080000042915344,0.768,0.5424631834030151,0.7522727251052856,0.7272727272727273,0.02610260434448719,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
b1b1583fda89102aac9bbb507909e5e3,0.6228287220001221,0.703000009059906,0.708,0.620171308517456,0.7454545497894287,0.7636363636363637,0.0003942224138882011,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
7b1f650dd2df1fe02fb4b49a49ebbfa5,0.5816119313240051,0.6990000009536743,0.692,0.5547467470169067,0.7431818246841431,0.759090909090909,0.0008550042985007167,1.0,5e-05,512,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
2704e613b1f0e4fc0b6b8c9a58782646,0.5651648044586182,0.7099999785423279,0.722,0.55840003490448,0.7431818246841431,0.7272727272727273,0.039542216807603836,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
0b7f3631d184aad56a63617d924a0e69,0.577563464641571,0.7120000123977661,0.712,0.5552919507026672,0.7431818246841431,0.7909090909090909,0.0036615116987377405,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
64b4b426981adeb1c606ee1eb8231507,0.5658090710639954,0.7129999995231628,0.688,0.5476700067520142,0.7409090995788574,0.75,0.002298895036801696,1.0,5e-05,512,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
35ea151c449fffa170d2f1920aeb37ac,0.5687572360038757,0.7049999833106995,0.716,0.5600042939186096,0.7409090995788574,0.7318181818181818,0.02189350500702858,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,adam
354ddc0dd3102109955663a6dcc5c71a,0.5735142827033997,0.7080000042915344,0.696,0.5573611259460449,0.7409090995788574,0.7545454545454545,0.012923067435622215,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,adam
e5b6ad9c0a39fabd6a2c0ccf69720515,0.5827333927154541,0.7080000042915344,0.72,0.5731804966926575,0.7409090995788574,0.7681818181818182,0.0010560770751908422,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
b782447081c22ce5ec73d21dcda8818d,0.5597200393676758,0.7059999704360962,0.662,0.5486355423927307,0.7386363744735718,0.7090909090909091,0.028006700798869133,1.0,5e-05,1028,1,default,he_normal,he_normal,0.0,abs,-1.0,RMSprop
